,state,county,Per Capita Income 2021,Adjusted Per Capita Personal Income 2021,Count of Associate Degrees,Count of Bachelor Degrees or Higher,Percent of No College,Percent of Associate Degrees,Percent of Bachelor Degrees of Higher,costIndex,Lat,Lng
0,VA,"Arlington, VA",107603,105700.39,19573,132394,12.949999999999989,11.21,75.84,101.8,38.8903961,-77.0841585
1,VA,"Loudoun, VA",90254,88658.15,52006,160853,18.46,19.92,61.62,101.8,39.0984586,-77.6705008
2,VA,"Henrico, VA",74650,73330.06,60829,101632,29.250000000000007,26.49,44.26,101.8,37.4957023,-77.335257
3,VA,"Goochland, VA",110781,108822.2,4586,7705,30.120000000000005,26.07,43.81,101.8,37.6824439,-77.884925
4,VA,"Stafford, VA",62954,61840.86,28316,39872,29.29,29.36,41.35,101.8,38.4222681,-77.4084067
5,VA,"Hanover, VA",68934,67715.13,20623,29774,31.749999999999993,27.93,40.32,101.8,37.766531,-77.3702584
6,VA,"Chesterfield, VA",61200,60117.88,69141,94139,30.53,29.42,40.05,101.8,37.3770935,-77.5058196
7,VA,"Fauquier, VA",78810,77416.5,15045,17838,32.38,30.94,36.68,101.8,38.7513714,-77.8141221
8,VA,"Fluvanna, VA",53612,52664.05,6531,7039,31.369999999999997,33.03,35.6,101.8,37.8488527,-78.2789994
9,VA,"King George, VA",62077,60979.37,5349,6294,34.410000000000004,30.13,35.46,101.8,38.2681837,-77.1844222
10,VA,"Clarke, VA",75403,74069.74,2968,3670,37.3,28.03,34.67,101.8,39.119728,-77.9926448
11,VA,"Rappahannock, VA",76181,74833.99,1706,1872,34.8,31.09,34.11,101.8,38.6926326,-78.1495818
12,VA,"Lancaster, VA",70474,69227.9,2220,2922,40.300000000000004,25.77,33.93,101.8,37.7698602,-76.4663391
13,VA,"Northumberland, VA",63005,61890.96,2761,3178,39.05,28.34,32.61,101.8,37.9314992,-76.4836686
14,VA,"New Kent, VA",90086,88493.12,5068,5276,37.13,30.8,32.07,101.8,37.5178648,-76.9783631
15,VA,"Nelson, VA",63085,61969.55,2026,3431,50.88000000000001,18.24,30.88,101.8,36.5623629,-78.7047266
16,VA,"Bedford, VA",53861,52908.64,17720,17699,38.26,30.89,30.85,101.8,37.3344561,-79.5235083
17,VA,"Highland, VA",50196,49308.45,402,520,45.56999999999999,23.73,30.7,101.8,37.1648454,-80.6786765
18,VA,"Powhatan, VA",67031,65845.78,6303,6680,40.57000000000001,28.85,30.58,101.8,37.5420237,-77.9190619
19,VA,"Greene, VA",51152,50247.54,3856,4106,41.879999999999995,28.15,29.97,101.8,38.2954503,-78.4704823
20,VA,"Mathews, VA",66906,65722.99,2383,1982,36.0,34.94,29.06,101.8,37.4337395,-76.32107
21,VA,"Isle of Wight, VA",63005,61890.96,8300,7470,40.83,31.14,28.03,101.8,36.8953677,-76.7248143
22,VA,"Botetourt, VA",57997,56971.51,7988,6643,40.76,32.34,26.9,101.8,37.5520825,-79.8029569
23,VA,"Middlesex, VA",59146,58100.2,2536,2221,42.47,30.67,26.86,101.8,37.5792995,-75.8368758
24,VA,"Northampton, VA",63928,62797.64,2169,2291,49.1,24.75,26.15,101.8,37.0451503,-76.4238374
25,VA,"King and Queen, VA",55935,54945.97,1551,1393,45.41,28.76,25.83,101.8,37.7196754,-76.8794158
26,VA,"Orange, VA",57849,56826.13,7190,6671,46.57999999999999,27.71,25.71,101.8,38.2454106,-78.1108342
27,VA,"Prince Edward, VA",38883,38195.48,3374,3358,48.97,25.58,25.45,101.8,37.2293293,-78.4628573
28,VA,"Culpeper, VA",55336,54357.56,10852,8846,43.99,30.86,25.15,101.8,38.4733823,-77.9961275
29,VA,"Louisa, VA",50089,49203.34,7842,6699,45.4,29.45,25.15,101.8,38.0250438,-78.0035745
30,VA,"Madison, VA",55148,54172.89,2814,2368,46.400000000000006,29.11,24.49,101.8,38.3804062,-78.2575035
31,VA,"King William, VA",53900,52946.95,4388,2850,38.81,37.1,24.09,101.8,37.687363,-77.0135874
32,VA,"Gloucester, VA",55944,54954.81,9331,6562,41.870000000000005,34.13,24.0,101.8,37.413752,-76.5255062
33,VA,"Mecklenburg, VA",46019,45205.3,6771,5283,47.29,29.61,23.1,101.8,36.6798483,-78.314746
34,VA,"Franklin, VA",50264,49375.25,12825,9302,45.92999999999999,31.34,22.73,101.8,36.6776507,-76.9224609
35,VA,"Caroline, VA",49650,48772.1,5629,4510,50.89999999999999,27.26,21.84,101.8,38.0320305,-77.362363
36,VA,"Floyd, VA",47376,46538.31,3624,2539,47.349999999999994,30.96,21.69,101.8,36.9112443,-80.3200502
37,VA,"Craig, VA",47457,46617.88,1255,834,45.72,32.61,21.67,101.8,36.6148598,-80.0308778
38,VA,"Appomattox, VA",44943,44148.33,3319,2420,49.1,29.44,21.46,101.8,37.3586336,-78.8265053
39,VA,"Amherst, VA",44051,43272.1,6260,4882,51.33,27.34,21.33,101.8,37.5851412,-79.0514134
40,VA,"Warren, VA",54290,53330.06,8578,5772,48.33,30.89,20.78,101.8,37.7659764,-78.557789
41,VA,"Surry, VA",51892,50974.46,1479,1005,49.599999999999994,30.01,20.39,101.8,37.1381363,-76.834945
42,VA,"Pulaski, VA",47174,46339.88,9133,5054,44.64,35.64,19.72,101.8,37.0478983,-80.7797935
43,VA,"Accomack, VA",57520,56502.95,6172,4693,54.37,25.92,19.71,101.8,37.7422207,-75.6743538
44,VA,"Shenandoah, VA",53753,52802.55,8534,6121,52.949999999999996,27.4,19.65,101.8,38.4851245,-78.625016
45,VA,"Giles, VA",48098,47247.54,3975,2373,47.75999999999999,32.71,19.53,101.8,37.3088528,-80.7098781
46,VA,"Wythe, VA",43593,42822.2,6225,4015,51.519999999999996,29.47,19.01,101.8,36.9118401,-81.0639347
47,VA,"Westmoreland, VA",50190,49302.55,3915,2440,52.34,29.36,18.3,101.8,38.0865259,-78.4544553
48,VA,"Amelia, VA",50973,50071.71,2285,1685,57.169999999999995,24.65,18.18,101.8,37.44734775,-77.88214138505573
49,VA,"Richmond, VA",44749,43957.76,1832,1250,55.47,26.47,18.06,101.8,37.5385087,-77.43428
50,VA,"Bath, VA",72157,70881.14,1057,586,51.220000000000006,31.38,17.4,101.8,51.3814544,-2.358865873946672
51,VA,"Cumberland, VA",47040,46208.25,2463,1202,49.55,33.9,16.55,101.8,37.4966375,-78.2446058
52,VA,"Charles City, VA",58882,57840.86,1393,886,58.28,25.5,16.22,101.8,37.3434765,-77.0730198
53,VA,"Essex, VA",51780,50864.44,2414,1273,53.03,30.75,16.22,101.8,37.9140592,-76.9326385
54,VA,"Halifax, VA",43557,42786.84,7370,3977,54.120000000000005,29.8,16.08,101.8,36.7662555,-78.9288291
55,VA,"Grayson, VA",38600,37917.49,3630,1921,53.65,30.31,16.04,101.8,36.7676248,-80.9486916
56,VA,"Nottoway, VA",42851,42093.32,3120,1720,56.33,28.15,15.52,101.8,37.1307774,-78.0766384
57,VA,"Tazewell, VA",43786,43011.79,9402,4567,53.620000000000005,31.22,15.16,101.8,37.116249,-81.5194582
58,VA,"Scott, VA",39583,38883.1,5032,2453,54.150000000000006,30.82,15.03,101.8,36.7117473,-82.5893052
59,VA,"Patrick, VA",39564,38864.44,4168,2016,54.27000000000001,30.82,14.91,101.8,36.6818706,-80.284636
60,VA,"Smyth, VA",44740,43948.92,6957,3337,54.1,31.02,14.88,101.8,36.8440149,-81.5418453
61,VA,"Brunswick, VA",40151,39441.06,3181,1830,59.370000000000005,25.79,14.84,101.8,36.6476474,-77.8705464
62,VA,"Page, VA",47157,46323.18,4000,2500,62.77,22.91,14.32,101.8,37.1798335,-81.9954056
63,VA,"Charlotte, VA",43870,43094.3,2669,1165,54.25000000000001,31.85,13.9,101.8,37.0416273,-78.6523968
64,VA,"Bland, VA",42820,42062.87,1601,664,54.29,32.31,13.4,101.8,37.1020628,-81.1162022
65,VA,"Sussex, VA",39243,38549.12,2194,1102,60.24,26.47,13.29,101.8,36.91515,-77.2791383
66,VA,"Buckingham, VA",37220,36561.89,3353,1636,61.43,25.92,12.65,101.8,37.5501459,-78.5555608
67,VA,"Lunenburg, VA",40149,39439.1,2636,1116,58.06999999999999,29.46,12.47,101.8,36.9609839,-78.2655525
68,VA,"Buchanan, VA",44003,43224.95,3855,1908,64.39000000000001,23.82,11.79,101.8,37.5273566,-79.6797614
69,VA,"Dickenson, VA",41437,40704.32,3266,1221,58.260000000000005,30.38,11.36,101.8,37.1226368,-82.359691
70,VA,"Russell, VA",40061,39352.65,6490,2024,57.02000000000001,32.76,10.22,101.8,37.0826108,-81.9970715
71,VA,"Lee, VA",38300,37622.79,6158,1722,56.010000000000005,34.38,9.61,101.8,37.611536,-77.8163845
72,NM,"Los Alamos, NM",81306,89347.25,2766,9098,11.900000000000006,20.54,67.56,91.0,35.88137,-106.298959
73,NM,"Santa Fe, NM",69528,76404.4,29296,45681,33.2,26.1,40.7,91.0,35.6876096,-105.938456
74,NM,"Bernalillo, NM",53616,58918.68,149383,165802,32.93000000000001,31.79,35.28,91.0,35.3009305,-106.551425
75,NM,"Taos, NM",44709,49130.77,8344,7986,33.99000000000001,33.73,32.28,91.0,36.4072377,-105.573284
76,NM,"Sandoval, NM",51807,56930.77,34601,30989,34.45,34.58,30.97,91.0,35.5910806,-106.8472167
77,NM,"Grant, NM",48537,53337.36,6677,5115,40.92,33.45,25.63,91.0,32.7548776,-108.3634144
78,NM,"Lincoln, NM",47703,52420.88,4786,3739,42.72,32.16,25.12,91.0,33.7525727,-105.4158806
79,NM,"Harding, NM",49695,54609.89,132,80,35.56,40.12,24.32,91.0,35.8996832,-103.7873945
80,NM,"Sierra, NM",49778,54701.1,3215,1930,41.19,36.75,22.06,91.0,33.1165937,-107.2569421
81,NM,"San Miguel, NM",44889,49328.57,7119,4346,41.86,36.1,22.04,91.0,32.1553751,-106.7349993
82,NM,"Socorro, NM",42389,46581.32,2488,2388,55.05999999999999,22.93,22.01,91.0,34.0572858,-106.8930799
83,NM,"Roosevelt, NM",45456,49951.65,2969,2378,50.81999999999999,27.31,21.87,91.0,33.972525,-103.4933903
84,NM,"Colfax, NM",47563,52267.03,3257,1954,42.86999999999999,35.71,21.42,91.0,36.5967008,-104.7383283
85,NM,"Curry, NM",52015,57159.34,10656,6170,44.86,34.92,20.22,91.0,34.5220133,-103.3099435
86,NM,"Hidalgo, NM",51465,56554.95,880,601,50.980000000000004,29.13,19.89,91.0,31.801493,-108.7598468
87,NM,"Valencia, NM",43485,47785.71,16832,10302,47.66999999999999,32.46,19.87,91.0,34.7325886,-106.8503919
88,NM,"Otero, NM",41657,45776.92,17678,8365,41.239999999999995,39.89,18.87,91.0,32.5059533,-105.8063662
89,NM,"Rio Arriba, NM",42467,46667.03,9257,4944,46.970000000000006,34.57,18.46,91.0,36.5488273,-106.8155233
90,NM,"Chaves, NM",45577,50084.62,14537,7321,47.220000000000006,35.1,17.68,91.0,33.2993426,-104.5133481
91,NM,"Mora, NM",51939,57075.82,1245,628,47.58,34.84,17.58,91.0,35.9741536,-105.329942
92,NM,"Cibola, NM",34627,38051.65,6159,3154,48.879999999999995,33.81,17.31,91.0,34.8722771,-107.9398474
93,NM,"Eddy, NM",62888,69107.69,12725,6433,48.86999999999999,33.96,17.17,91.0,32.4003136,-104.345259
94,NM,"Catron, NM",37990,41747.25,973,476,49.30000000000001,34.04,16.66,91.0,33.9026943,-108.3800825
95,NM,"Torrance, NM",41423,45519.78,3625,1659,50.349999999999994,34.06,15.59,91.0,34.6356278,-105.9059678
96,NM,"San Juan, NM",41735,45862.64,33960,12581,42.96,41.62,15.42,91.0,36.4755752,-108.3046555
97,NM,"Quay, NM",44798,49228.57,1780,927,55.07000000000001,29.54,15.39,91.0,35.1439219,-103.4183431
98,NM,"Lea, NM",48578,53382.42,12229,6160,56.44999999999999,28.96,14.59,91.0,32.7448727,-103.3828242
99,NM,"De Baca, NM",56384,61960.44,387,125,45.589999999999996,41.13,13.28,91.0,34.2989792,-104.4155765
100,NM,"Luna, NM",38494,42301.1,3438,2019,64.71,22.23,13.06,91.0,32.1345966,-107.7682754
101,NM,"Union, NM",41350,45439.56,808,370,60.32999999999999,27.21,12.46,91.0,36.3985203,-103.4132264
102,NM,"McKinley, NM",34939,38394.51,13469,5121,58.08,30.37,11.55,91.0,35.6438394,-108.1515609
103,NM,"Guadalupe, NM",43255,47532.97,909,292,64.97,26.51,8.52,91.0,34.8980615,-104.8282135
104,CO,"Boulder, CO",89593,85083.57,45834,135876,15.790000000000006,21.24,62.97,105.3,40.0149856,-105.270545
105,CO,"Pitkin, CO",198939,188925.93,2932,8459,17.629999999999995,21.2,61.17,105.3,39.2037774,-106.8695332
106,CO,"Douglas, CO",87841,83419.75,61914,134307,14.370000000000005,27.02,58.61,105.3,39.3420437,-104.9468945
107,CO,"Gunnison, CO",59514,56518.52,2434,6228,20.020000000000003,22.47,57.51,105.3,38.6476702,-107.0603126
108,CO,"San Miguel, CO",109613,104095.92,1288,3475,22.409999999999997,20.98,56.61,105.3,38.0292476,-108.4712533
109,CO,"Broomfield, CO",73678,69969.61,13009,27160,17.090000000000003,26.85,56.06,105.3,39.9403995,-105.05208
110,CO,"Mineral, CO",70250,66714.15,189,379,18.86,27.0,54.14,105.3,37.6584133,-106.9311267
111,CO,"Summit, CO",86390,82041.79,5832,12656,21.730000000000004,24.69,53.58,105.3,39.6070951,-106.0636654
112,CO,"Clear Creek, CO",77242,73354.23,1960,3788,22.839999999999996,26.31,50.85,105.3,39.6754591,-105.6435349
113,CO,"Eagle, CO",97255,92359.92,10137,19603,23.4,26.11,50.49,105.3,39.6161124,-106.7172844
114,CO,"Denver, CO",99133,94143.4,112542,261452,28.020000000000003,21.66,50.32,105.3,39.7392364,-104.984862
115,CO,"Routt, CO",98371,93419.75,5414,9297,21.939999999999998,28.73,49.33,105.3,40.4514373,-106.9724072
116,CO,"Ouray, CO",76727,72865.15,1434,1959,15.009999999999998,35.92,49.07,105.3,38.146044,-107.7414887
117,CO,"Larimer, CO",64258,61023.74,69378,110756,22.439999999999998,29.87,47.69,105.3,40.6810174,-105.4726907
118,CO,"Jefferson, CO",74822,71056.03,119643,195248,25.099999999999994,28.46,46.44,105.3,39.5699803,-105.2561919
119,CO,"Gilpin, CO",63971,60751.19,1699,2165,20.88000000000001,34.79,44.33,105.3,39.8586654,-105.5025219
120,CO,"La Plata, CO",66944,63574.55,12468,17747,25.039999999999992,30.93,44.03,105.3,37.2889732,-107.8539029
121,CO,"Hinsdale, CO",56524,53679.01,234,286,20.490000000000002,35.78,43.73,105.3,37.813681,-107.3304179
122,CO,"Arapahoe, CO",74267,70528.96,126400,192823,28.15,28.45,43.4,105.3,39.6416781,-104.3628567
123,CO,"Lake, CO",48942,46478.63,1485,2359,34.24999999999999,25.4,40.35,105.3,39.2056525,-106.342801
124,CO,"Grand, CO",62267,59132.95,3317,4752,31.939999999999998,27.98,40.08,105.3,40.0990074,-106.1366966
125,CO,"Archuleta, CO",52312,49679.01,3447,4115,27.07999999999999,33.24,39.68,105.3,37.1995993,-107.0842479
126,CO,"El Paso, CO",58627,55676.16,165308,178990,25.54,35.75,38.71,105.3,31.7865623,-106.441207
127,CO,"Chaffee, CO",60550,57502.37,5107,5670,32.47,32.0,35.53,105.3,38.7413025,-106.1825012
128,CO,"Teller, CO",61966,58847.1,7070,6828,27.759999999999998,36.75,35.49,105.3,38.889575,-105.1797307
129,CO,"Elbert, CO",70961,67389.36,7038,6408,28.35,37.5,34.15,105.3,39.3138822,-104.0868973
130,CO,"Custer, CO",51271,48690.41,1562,1328,25.819999999999993,40.09,34.09,105.3,38.1072962,-105.3543375
131,CO,"San Juan, CO",58067,55144.35,159,169,35.040000000000006,31.49,33.47,105.3,37.7633081,-107.6495508
132,CO,"Park, CO",57127,54251.66,5636,4770,28.97,38.47,32.56,105.3,39.1089299,-105.7561639
133,CO,"Garfield, CO",67123,63744.54,12260,12675,37.14999999999999,30.9,31.95,105.3,39.5462048,-107.8776144
134,CO,"Jackson, CO",62823,59660.97,387,339,32.84,35.8,31.36,105.3,42.2465036,-84.4016963
135,CO,"Montezuma, CO",50960,48395.06,5715,5454,40.300000000000004,30.55,29.15,105.3,37.3476546,-108.6260849
136,CO,"Weld, CO",56553,53706.55,66553,56295,39.78999999999999,32.62,27.59,105.3,40.5632344,-104.4835287
137,CO,"Mesa, CO",52121,49497.63,37051,29111,37.73,34.87,27.4,105.3,39.0589084,-108.565996
138,CO,"Dolores, CO",39481,37493.83,511,411,41.42,32.47,26.11,105.3,37.7524811,-108.4596087
139,CO,"Rio Grande, CO",57350,54463.44,2460,2000,42.129999999999995,31.92,25.95,105.3,37.5668223,-106.3832155
140,CO,"Conejos, CO",45961,43647.67,1672,1364,43.239999999999995,31.26,25.5,105.3,37.1851939,-106.1655431
141,CO,"Phillips, CO",50382,47846.15,896,714,42.589999999999996,31.95,25.46,105.3,40.5888329,-102.3701723
142,CO,"Adams, CO",53183,50506.17,100864,83000,44.260000000000005,30.58,25.16,105.3,39.8714085,-104.2701374
143,CO,"Rio Blanco, CO",54745,51989.55,1553,1064,39.03,36.18,24.79,105.3,39.9847294,-108.1807779
144,CO,"Montrose, CO",50789,48232.67,9722,7443,43.36,32.08,24.56,105.3,38.4375391,-108.2403855
145,CO,"Alamosa, CO",44507,42266.86,3365,2385,40.980000000000004,34.54,24.48,105.3,37.5780995,-105.7890452
146,CO,"Costilla, CO",43239,41062.68,973,663,41.07000000000001,35.05,23.88,105.3,37.2367948,-105.4182008
147,CO,"Huerfano, CO",48801,46344.73,2221,1243,34.32,42.11,23.57,105.3,37.7013983,-105.0218531
148,CO,"Cheyenne, CO",76057,72228.87,584,316,33.18,43.36,23.46,105.3,38.8307233,-102.6177692
149,CO,"Pueblo, CO",46927,44565.05,43486,26386,39.33,37.76,22.91,105.3,38.2544472,-104.609141
150,CO,"Saguache, CO",43959,41746.44,1572,1103,45.6,31.97,22.43,105.3,38.0945348,-106.3563372
151,CO,"Baca, CO",52905,50242.17,896,577,43.97,34.08,21.95,105.3,37.3147687,-102.5770885
152,CO,"Delta, CO",46042,43724.6,7126,4913,46.75,31.52,21.73,105.3,38.8368777,-107.8568294
153,CO,"Moffat, CO",49227,46749.29,2664,1895,48.349999999999994,30.18,21.47,105.3,40.6083135,-108.252345
154,CO,"Kiowa, CO",75006,71230.77,416,193,33.370000000000005,45.51,21.12,105.3,38.4411214,-102.7628476
155,CO,"Washington, CO",48270,45840.46,1337,712,39.53999999999999,39.45,21.01,105.3,39.9017011,-103.1521676
156,CO,"Yuma, CO",48898,46436.85,2385,1380,43.71000000000001,35.66,20.63,105.3,32.6926588,-114.627615
157,CO,"Logan, CO",48330,45897.44,5321,3269,45.86000000000001,33.54,20.6,105.3,40.7250975,-103.1221379
158,CO,"Sedgwick, CO",51705,49102.56,674,325,36.81,42.63,20.56,105.3,40.8698595,-102.3777262
159,CO,"Otero, CO",42752,40600.19,4505,2508,42.540000000000006,36.91,20.55,105.3,37.8872079,-103.7415268
160,CO,"Las Animas, CO",44731,42479.58,4264,2092,39.260000000000005,40.75,19.99,105.3,37.3096626,-104.0591427
161,CO,"Prowers, CO",46073,43754.04,2859,1447,44.57000000000001,36.8,18.63,105.3,37.9455797,-102.4130793
162,CO,"Fremont, CO",41017,38952.52,11995,6900,49.370000000000005,32.14,18.49,105.3,38.4692006,-105.4328622
163,CO,"Kit Carson, CO",52253,49622.98,1920,866,43.31,39.07,17.62,105.3,39.3080613,-102.62075
164,CO,"Morgan, CO",52069,49448.24,5763,3203,51.67999999999999,31.06,17.26,105.3,40.2407621,-103.8225695
165,CO,"Bent, CO",32716,31069.33,1046,663,60.980000000000004,23.88,15.14,105.3,37.9421152,-103.0964287
166,CO,"Lincoln, CO",37623,35729.34,943,531,64.91,22.45,12.64,105.3,38.9208296,-103.4885462
167,CO,"Crowley, CO",24314,23090.22,1206,360,62.12,29.17,8.71,105.3,38.3394806,-103.8263042
168,MD,"Howard, MD",86380,69661.29,42538,136792,17.840000000000003,19.49,62.67,124.0,39.2305289,-76.9166241
169,MD,"Montgomery, MD",92740,74790.32,135305,427967,22.019999999999996,18.73,59.25,124.0,39.1406267,-77.2075612
170,MD,"Anne Arundel, MD",76059,61337.9,109282,170888,29.5,27.5,43.0,124.0,38.9722583,-76.573454
171,MD,"Frederick, MD",68704,55406.45,47320,72798,31.229999999999997,27.09,41.68,124.0,39.415779,-77.4127562
172,MD,"Baltimore, MD",69561,56097.58,153352,229013,33.629999999999995,26.62,39.75,124.0,39.2908816,-76.610759
173,MD,"Talbot, MD",84695,68302.42,7939,11134,31.970000000000006,28.32,39.71,124.0,38.7542065,-76.1919824
174,MD,"Carroll, MD",69397,55965.32,32150,43310,35.61999999999999,27.43,36.95,124.0,39.5685399,-77.026707
175,MD,"Harford, MD",66633,53736.29,53237,65126,32.95,30.16,36.89,124.0,39.5055311,-76.32862
176,MD,"Queen Anne's, MD",75811,61137.9,9920,13053,35.779999999999994,27.73,36.49,124.0,39.0273331,-76.0616856
177,MD,"Kent, MD",67648,54554.84,3031,5050,41.93,21.78,36.29,124.0,39.2587546,-76.1038454
178,MD,"Prince George's, MD",54916,44287.1,170366,213156,38.120000000000005,27.49,34.39,124.0,38.803929,-76.8518695
179,MD,"Calvert, MD",70690,57008.06,19592,21621,34.81,30.99,34.2,124.0,39.7003884,-75.9824455
180,MD,"St. Mary's, MD",65762,53033.87,20907,24107,40.16000000000001,27.79,32.05,124.0,38.18707,-76.4344
181,MD,"Charles, MD",63939,51563.71,35321,32618,37.530000000000015,32.48,29.99,124.0,38.6392028,-76.898554
182,MD,"Worcester, MD",63811,51460.48,12522,11804,38.59,31.61,29.8,124.0,38.2231182,-75.3319465
183,MD,"Wicomico, MD",46893,37816.94,17351,18258,45.39,26.61,28.0,124.0,38.3888688,-75.635738
184,MD,"Cecil, MD",55293,44591.13,21084,18035,45.19000000000001,29.54,25.27,124.0,39.5729428,-75.9381806
185,MD,"Garrett, MD",53008,42748.39,5164,5056,52.53999999999999,23.98,23.48,124.0,39.544087,-79.2496976
186,MD,"Washington, MD",52897,42658.87,31459,23637,47.84,29.78,22.38,124.0,-11.49212,-69.71002
187,MD,"Dorchester, MD",54075,43608.87,6646,4595,51.379999999999995,28.75,19.87,124.0,38.614536,-76.93911883913027
188,MD,"Allegany, MD",47347,38183.06,14915,9635,50.72,29.94,19.34,124.0,39.675167,-78.910641
189,MD,"Caroline, MD",53549,43184.68,5925,4307,54.96,26.08,18.96,124.0,38.8550631,-75.8247398
190,MD,"Somerset, MD",37395,30157.26,5263,2703,53.550000000000004,30.69,15.76,124.0,38.9666168,-77.0969786
191,NY,"New York, NY",195543,131945.34,167960,777483,24.389999999999993,13.43,62.18,148.2,40.7127281,-74.0060152
192,NY,"Tompkins, NY",51377,34667.34,13743,31848,24.019999999999996,22.9,53.08,148.2,42.118333,-75.249444
193,NY,"Westchester, NY",119705,80772.6,133318,333530,30.390000000000008,19.88,49.73,148.2,40.839059,-73.840716
194,NY,"Nassau, NY",99597,67204.45,215448,441749,30.46,22.8,46.74,148.2,42.5159145,-73.6101159
195,NY,"Albany, NY",70947,47872.47,55356,89318,29.460000000000008,26.99,43.55,148.2,42.6511674,-73.754968
196,NY,"Saratoga, NY",75651,51046.56,45232,69240,30.550000000000004,27.44,42.01,148.2,43.0529612,-73.6417024
197,NY,"Rockland, NY",69173,46675.44,50306,85250,33.419999999999995,24.71,41.87,148.2,41.9453663,-74.9129403
198,NY,"Putnam, NY",78754,53140.35,18213,28953,33.39,25.72,40.89,148.2,43.746793,-73.397255
199,NY,"Monroe, NY",60046,40516.87,147063,201890,32.21000000000001,28.57,39.22,148.2,41.3304767,-74.1866348
200,NY,"Kings, NY",61851,41734.82,340514,691506,42.03999999999999,19.12,38.84,148.2,43.1509069,-73.8542895
201,NY,"Suffolk, NY",81309,54864.37,275781,385916,36.0,26.67,37.33,148.2,40.865527650000004,-72.86465148571631
202,NY,"Dutchess, NY",67256,45381.92,58599,75216,35.230000000000004,28.36,36.41,148.2,41.7194303,-73.7516205
203,NY,"Onondaga, NY",60992,41155.2,93908,114310,34.17,29.69,36.14,148.2,42.9807929,-76.2233857
204,NY,"Ontario, NY",62051,41869.77,24286,27855,32.97,31.22,35.81,148.2,43.2208968,-77.2830421
205,NY,"Erie, NY",57625,38883.27,195018,227537,34.790000000000006,30.1,35.11,148.2,42.9801753,-78.80533515608626
206,NY,"Richmond, NY",65113,43935.9,79855,115246,41.260000000000005,24.04,34.7,148.2,42.7905911,-77.5319396
207,NY,"Rensselaer, NY",58126,39221.32,34854,37969,34.98,31.12,33.9,148.2,42.6425795,-73.742898
208,NY,"Columbia, NY",65426,44147.1,12790,15390,38.349999999999994,27.98,33.67,148.2,42.9277366,-75.0427129
209,NY,"Queens, NY",58646,39572.2,365079,549043,44.269999999999996,22.26,33.47,148.2,40.7135078,-73.8283132
210,NY,"Otsego, NY",53431,36053.31,11447,13363,38.04,28.59,33.37,148.2,42.734722,-74.958889
211,NY,"Ulster, NY",60557,40861.67,38102,43267,37.65,29.2,33.15,148.2,41.960556,-74.010833
212,NY,"Warren, NY",62392,42099.87,14570,15496,37.410000000000004,30.33,32.26,148.2,42.8473421,-74.9212172
213,NY,"Schenectady, NY",62484,42161.94,32689,34501,37.519999999999996,30.4,32.08,148.2,42.8142432,-73.9395687
214,NY,"Orange, NY",58883,39732.12,74591,75297,38.72,30.5,30.78,148.2,41.0542094,-73.9288425
215,NY,"Essex, NY",54109,36510.8,8271,8574,41.39,28.78,29.83,148.2,44.3093018,-73.3504048
216,NY,"Broome, NY",50657,34181.51,38828,36742,40.760000000000005,30.44,28.8,148.2,42.509167,-74.307222
217,NY,"Livingston, NY",52209,35228.74,13564,11718,40.599999999999994,31.87,27.53,148.2,42.1420336,-73.777905
218,NY,"Cortland, NY",48617,32804.99,9767,8059,40.480000000000004,32.61,26.91,148.2,41.2446453,-73.9259559
219,NY,"Oneida, NY",53172,35878.54,50112,42289,41.790000000000006,31.57,26.64,148.2,43.0943244,-75.6508149
220,NY,"Madison, NY",54766,36954.12,15039,12801,42.08000000000001,31.29,26.63,148.2,42.8977412,-75.512291
221,NY,"Sullivan, NY",53874,36352.23,14975,14158,45.349999999999994,28.09,26.56,148.2,43.0545116,-75.8468569
222,NY,"Tioga, NY",53919,36382.59,10348,9059,44.11,29.8,26.09,148.2,42.101423,-76.37699
223,NY,"Niagara, NY",53137,35854.93,50713,38652,40.790000000000006,33.6,25.61,148.2,41.31637245,-74.13026530279515
224,NY,"Steuben, NY",54238,36597.84,21144,16733,44.25,31.12,24.63,148.2,43.320182,-75.283127
225,NY,"Yates, NY",48934,33018.89,4531,4072,48.28,27.24,24.48,148.2,43.3394606,-78.388284
226,NY,"Clinton, NY",50625,34159.92,15075,13483,48.269999999999996,27.31,24.42,148.2,43.0484029,-75.3785034
227,NY,"Greene, NY",55805,37655.2,9087,8505,50.47,25.58,23.95,148.2,42.3292408,-75.7699147
228,NY,"Wayne, NY",53499,36099.19,21331,15166,42.92,33.36,23.72,148.2,42.4709046,-77.1055262
229,NY,"Schoharie, NY",52027,35105.94,6907,5279,45.56,30.86,23.58,148.2,42.6659088,-74.3095787
230,NY,"St. Lawrence, NY",45626,30786.77,20772,16890,47.459999999999994,28.98,23.56,148.2,44.1772711,-76.1677157
231,NY,"Chemung, NY",52360,35330.63,18810,13970,44.739999999999995,31.71,23.55,148.2,42.0084073,-76.623736
232,NY,"Schuyler, NY",49811,33610.66,4396,3062,43.58000000000001,33.26,23.16,148.2,43.096111,-75.098056
233,NY,"Chautauqua, NY",47642,32147.1,28420,20617,45.150000000000006,31.79,23.06,148.2,42.209633,-79.4663814
234,NY,"Allegany, NY",42569,28724.02,10006,6844,43.64999999999999,33.46,22.89,148.2,42.0900239,-78.4943858
